Sample_Var_Div_n,Sample_Var_Div_n-1
27.555555555555554,41.33333333333333
4.666666666666667,7.0
16.222222222222218,24.33333333333333
24.222222222222218,36.33333333333333
9.555555555555555,14.333333333333334
1.5555555555555554,2.333333333333333
12.666666666666666,19.0
8.666666666666666,13.0
29.555555555555554,44.33333333333333
4.222222222222222,6.333333333333334
13.555555555555555,20.333333333333332
14.888888888888891,22.333333333333336
1.5555555555555554,2.333333333333333
6.888888888888889,10.333333333333334
22.888888888888886,34.33333333333333
9.555555555555555,14.333333333333334
16.88888888888889,25.333333333333336
29.555555555555554,44.33333333333333
1.5555555555555554,2.333333333333333
10.888888888888891,16.333333333333336
6.222222222222222,9.333333333333334
10.666666666666666,16.0
34.888888888888886,52.33333333333333
8.666666666666666,13.0
6.222222222222222,9.333333333333334
9.555555555555555,14.333333333333334
12.666666666666666,19.0
32.666666666666664,49.0
38.22222222222222,57.33333333333333
20.222222222222218,30.33333333333333
24.666666666666668,37.0
4.666666666666667,7.0
4.666666666666667,7.0
10.888888888888891,16.333333333333336
13.555555555555555,20.333333333333332
4.222222222222222,6.333333333333334
6.0,9.0
1.5555555555555554,2.333333333333333
10.888888888888888,16.333333333333332
18.666666666666668,28.0
17.555555555555554,26.333333333333332
6.0,9.0
10.888888888888891,16.333333333333336
4.666666666666667,7.0
9.555555555555555,14.333333333333334
18.666666666666668,28.0
16.88888888888889,25.333333333333336
22.888888888888886,34.33333333333333
4.222222222222222,6.333333333333334
14.888888888888888,22.333333333333332
0.6666666666666666,1.0
16.222222222222218,24.33333333333333
0.6666666666666666,1.0
12.666666666666666,19.0
40.666666666666664,61.0
22.888888888888886,34.33333333333333
13.555555555555557,20.333333333333336
4.666666666666667,7.0
6.888888888888889,10.333333333333334
17.555555555555554,26.333333333333332
20.666666666666668,31.0
1.5555555555555554,2.333333333333333
6.222222222222222,9.333333333333334
8.222222222222223,12.333333333333334
11.555555555555557,17.333333333333336
4.222222222222222,6.333333333333334
9.555555555555555,14.333333333333334
1.5555555555555554,2.333333333333333
14.888888888888888,22.333333333333332
22.888888888888886,34.33333333333333
12.666666666666666,19.0
13.555555555555555,20.333333333333332
24.222222222222218,36.33333333333333
6.888888888888889,10.333333333333334
2.6666666666666665,4.0
16.22222222222222,24.333333333333332
20.222222222222218,30.33333333333333
36.22222222222222,54.33333333333333
20.666666666666668,31.0
16.222222222222218,24.33333333333333
2.8888888888888893,4.333333333333334
11.555555555555557,17.333333333333336
14.888888888888891,22.333333333333336
9.555555555555555,14.333333333333334
10.666666666666666,16.0
21.555555555555554,32.33333333333333
14.888888888888891,22.333333333333336
0.6666666666666666,1.0
24.222222222222218,36.33333333333333
32.888888888888886,49.33333333333333
13.555555555555557,20.333333333333336
6.0,9.0
22.888888888888886,34.33333333333333
20.222222222222218,30.33333333333333
32.666666666666664,49.0
11.555555555555555,17.333333333333332
2.6666666666666665,4.0
11.555555555555557,17.333333333333336
8.666666666666666,13.0
8.666666666666666,13.0
